Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of glycolytic process (GO:0006110)	1/71	0.2998884383134025	0.3498143714399401	0	0	2.8614718614718613	3.446198601550195	NUPR1
nucleic acid metabolic process (GO:0090304)	1/71	0.2998884383134025	0.3498143714399401	0	0	2.8614718614718613	3.446198601550195	HNRNPA1
fatty acid biosynthetic process (GO:0006633)	1/71	0.2998884383134025	0.3498143714399401	0	0	2.8614718614718613	3.446198601550195	PTGS2
negative regulation of epithelial cell proliferation (GO:0050680)	1/72	0.30340146185965494	0.35195909096522887	0	0	2.821027173139849	3.3646345783285243	NUPR1
cell junction organization (GO:0034330)	1/72	0.30340146185965494	0.35195909096522887	0	0	2.821027173139849	3.3646345783285243	VASP
negative regulation of supramolecular fiber organization (GO:1902904)	1/72	0.30340146185965494	0.35195909096522887	0	0	2.821027173139849	3.3646345783285243	HSPA8
response to ionizing radiation (GO:0010212)	1/72	0.30340146185965494	0.35195909096522887	0	0	2.821027173139849	3.3646345783285243	CDKN1A
positive regulation of protein secretion (GO:0050714)	1/72	0.30340146185965494	0.35195909096522887	0	0	2.821027173139849	3.3646345783285243	TLR2
negative regulation of cell adhesion (GO:0007162)	1/73	0.30689703311188365	0.35367190986906766	0	0	2.781705948372615	3.2858706369655613	SEMA4D
regulation of actin filament-based process (GO:0032970)	1/73	0.30689703311188365	0.35367190986906766	0	0	2.781705948372615	3.2858706369655613	ABRACL
neurotransmitter transport (GO:0006836)	1/73	0.30689703311188365	0.35367190986906766	0	0	2.781705948372615	3.2858706369655613	HSPA8
defense response to Gram-negative bacterium (GO:0050829)	1/73	0.30689703311188365	0.35367190986906766	0	0	2.781705948372615	3.2858706369655613	GSDMD
transcription-coupled nucleotide-excision repair (GO:0006283)	1/73	0.30689703311188365	0.35367190986906766	0	0	2.781705948372615	3.2858706369655613	RPS27A
positive regulation of synaptic transmission (GO:0050806)	1/73	0.30689703311188365	0.35367190986906766	0	0	2.781705948372615	3.2858706369655613	CCR2
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	1/74	0.31037523789289684	0.35689756567334197	0	0	2.74346201743462	3.209777224050686	CDKN1A
regulation of peptide hormone secretion (GO:0090276)	1/74	0.31037523789289684	0.35689756567334197	0	0	2.74346201743462	3.209777224050686	RAP1A
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	1/75	0.31383616164844547	0.35891382578075753	0	0	2.7062517062517064	3.1362323637249645	RPS27A
fibroblast growth factor receptor signaling pathway (GO:0008543)	1/75	0.31383616164844547	0.35891382578075753	0	0	2.7062517062517064	3.1362323637249645	HNRNPA1
positive regulation of lymphocyte proliferation (GO:0050671)	1/75	0.31383616164844547	0.35891382578075753	0	0	2.7062517062517064	3.1362323637249645	CD40
integrin-mediated signaling pathway (GO:0007229)	1/75	0.31383616164844547	0.35891382578075753	0	0	2.7062517062517064	3.1362323637249645	ISG15
positive regulation of T cell activation (GO:0050870)	1/75	0.31383616164844547	0.35891382578075753	0	0	2.7062517062517064	3.1362323637249645	CCR2
regulation of T cell proliferation (GO:0042129)	1/76	0.31727988935066437	0.3620642385532554	0	0	2.67003367003367	3.0651211233087037	CEBPB
positive regulation of interleukin-6 production (GO:0032755)	1/76	0.31727988935066437	0.3620642385532554	0	0	2.67003367003367	3.0651211233087037	TLR2
cellular response to UV (GO:0034644)	1/77	0.3207065055587057	0.3651815139135425	0	0	2.6347687400318978	2.996335121708695	CDKN1A
import into nucleus (GO:0051170)	1/77	0.3207065055587057	0.3651815139135425	0	0	2.6347687400318978	2.996335121708695	HNRNPA1
negative regulation of apoptotic signaling pathway (GO:2001234)	1/78	0.32411609442991285	0.3682659624279334	0	0	2.600419782237964	2.929772078325152	HSPA1A
negative regulation of blood vessel morphogenesis (GO:2000181)	1/78	0.32411609442991285	0.3682659624279334	0	0	2.600419782237964	2.929772078325152	CCR2
recombinational repair (GO:0000725)	1/79	0.32750873980152984	0.3717188828632914	0	0	2.566951566951567	2.865335397718705	SAMHD1
negative regulation of cell cycle (GO:0045786)	1/80	0.3308845249727721	0.3739350922004123	0	0	2.534330648254699	2.8029337896230073	NUPR1
regulation of fat cell differentiation (GO:0045598)	1/80	0.3308845249727721	0.3739350922004123	0	0	2.534330648254699	2.8029337896230073	CEBPB
regulation of NIK/NF-kappaB signaling (GO:1901222)	1/80	0.3308845249727721	0.3739350922004123	0	0	2.534330648254699	2.8029337896230073	TLR2
regulation of protein localization to plasma membrane (GO:1903076)	1/80	0.3308845249727721	0.3739350922004123	0	0	2.534330648254699	2.8029337896230073	VAMP8
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	1/81	0.33424353285435243	0.37620640941988764	0	0	2.5025252525252526	2.742480915944007	FPR2
positive regulation of cellular amide metabolic process (GO:0034250)	1/81	0.33424353285435243	0.37620640941988764	0	0	2.5025252525252526	2.742480915944007	RBM3
regulation of cell migration (GO:0030334)	3/408	0.33426371511784475	0.37620640941988764	0	0	1.4887361588392516	1.6313943478988138	SEMA4A;SEMA4D;SOD2
regulation of ERK1 and ERK2 cascade (GO:0070372)	2/238	0.33432615261481924	0.37620640941988764	0	0	1.7004496713939814	1.8630777151728841	RAP1A;FPR2
regulation of osteoblast differentiation (GO:0045667)	1/83	0.3409115467213686	0.3827970465856393	0	0	2.4412416851441243	2.627098856469418	SEMA4D
long-chain fatty acid metabolic process (GO:0001676)	1/83	0.3409115467213686	0.3827970465856393	0	0	2.4412416851441243	2.627098856469418	PTGS2
negative regulation of defense response (GO:0031348)	1/85	0.34751343686607217	0.3889633888671372	0	0	2.382876382876383	2.5185858334956643	FPR2
B cell activation (GO:0042113)	1/85	0.34751343686607217	0.3889633888671372	0	0	2.382876382876383	2.5185858334956643	CD40
G1/S transition of mitotic cell cycle (GO:0000082)	1/85	0.34751343686607217	0.3889633888671372	0	0	2.382876382876383	2.5185858334956643	CDKN1A
positive regulation of endothelial cell migration (GO:0010595)	1/86	0.3507897886854045	0.3917960339089906	0	0	2.354723707664884	2.46673350535558	CD40
response to interleukin-1 (GO:0070555)	1/86	0.3507897886854045	0.3917960339089906	0	0	2.354723707664884	2.46673350535558	CD40
negative regulation of angiogenesis (GO:0016525)	1/87	0.3540498524990138	0.39459851004927193	0	0	2.327225745830397	2.4163993335324085	CCR2
protein targeting to membrane (GO:0006612)	1/87	0.3540498524990138	0.39459851004927193	0	0	2.327225745830397	2.4163993335324085	RTP4
sensory perception of mechanical stimulus (GO:0050954)	1/88	0.35729370848339814	0.39737109800640363	0	0	2.3003599210495764	2.367523811703655	CCDC50
positive regulation of neuron projection development (GO:0010976)	1/88	0.35729370848339814	0.39737109800640363	0	0	2.3003599210495764	2.367523811703655	RAP1A
negative regulation of protein kinase activity (GO:0006469)	1/90	0.3637331156781473	0.40367846312326594	0	0	2.2484394506866416	2.2739252396942655	CDKN1A
protein complex oligomerization (GO:0051259)	1/90	0.3637331156781473	0.40367846312326594	0	0	2.2484394506866416	2.2739252396942655	GSDMD
sensory perception of sound (GO:0007605)	1/91	0.36692882526242315	0.40636690764047073	0	0	2.22334455667789	2.2290972080359737	CCDC50
positive regulation of supramolecular fiber organization (GO:1902905)	1/91	0.36692882526242315	0.40636690764047073	0	0	2.22334455667789	2.2290972080359737	VASP
cellular response to fibroblast growth factor stimulus (GO:0044344)	1/92	0.3701086437867988	0.40859683258395546	0	0	2.1988011988011986	2.185517547233266	HNRNPA1
regulation of lipid metabolic process (GO:0019216)	1/92	0.3701086437867988	0.40859683258395546	0	0	2.1988011988011986	2.185517547233266	SIN3B
Wnt signaling pathway (GO:0016055)	1/92	0.3701086437867988	0.40859683258395546	0	0	2.1988011988011986	2.185517547233266	RPS27A
positive regulation of cell differentiation (GO:0045597)	2/258	0.37054382795516966	0.40864802012684504	0	0	1.5660076530612246	1.5547066326954702	CEBPB;RAP1A
regulation of epithelial cell proliferation (GO:0050678)	1/93	0.3732726494349856	0.41079534508499466	0	0	2.1747913921826965	2.1431398321634836	NUPR1
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	1/93	0.3732726494349856	0.41079534508499466	0	0	2.1747913921826965	2.1431398321634836	HCLS1
cellular component assembly (GO:0022607)	2/261	0.37591413536260954	0.41326961952521196	0	0	1.5476321802852415	1.5141948520108266	VASP;CD40
cellular transition metal ion homeostasis (GO:0046916)	1/96	0.38267056588073545	0.4202578523935767	0	0	2.105794790005316	2.022786046627892	ATOX1
regulation of MAP kinase activity (GO:0043405)	1/97	0.38577209484285213	0.4227804709904459	0	0	2.083754208754209	1.9847936202473102	CD40
double-strand break repair via homologous recombination (GO:0000724)	1/97	0.38577209484285213	0.4227804709904459	0	0	2.083754208754209	1.9847936202473102	SAMHD1
protein-containing complex assembly (GO:0065003)	2/267	0.38659917814043754	0.4232455585683332	0	0	1.5121293800539084	1.4370776176829945	GSDMD;CD40
negative regulation of neuron death (GO:1901215)	1/98	0.38885819639751296	0.42439248641099286	0	0	2.062168072477351	1.947801335478516	SOD2
regulation of peptidyl-serine phosphorylation (GO:0033135)	1/98	0.38885819639751296	0.42439248641099286	0	0	2.062168072477351	1.947801335478516	HCLS1
RNA splicing (GO:0008380)	1/98	0.38885819639751296	0.42439248641099286	0	0	2.062168072477351	1.947801335478516	MAGOHB
positive regulation of translation (GO:0045727)	1/100	0.394984420817951	0.43063135506189465	0	0	2.020304050607081	1.8766785261005494	RBM3
cell junction assembly (GO:0034329)	1/102	0.40104984239534247	0.43543738053461256	0	0	1.9800980098009802	1.8091552855878605	VASP
positive regulation of cell growth (GO:0030307)	1/102	0.40104984239534247	0.43543738053461256	0	0	1.9800980098009802	1.8091552855878605	SEMA4D
positive regulation of cellular protein metabolic process (GO:0032270)	1/102	0.40104984239534247	0.43543738053461256	0	0	1.9800980098009802	1.8091552855878605	RBM3
positive regulation of vasculature development (GO:1904018)	1/102	0.40104984239534247	0.43543738053461256	0	0	1.9800980098009802	1.8091552855878605	CD40
cellular response to organonitrogen compound (GO:0071417)	1/103	0.4040599390731852	0.4379865976858216	0	0	1.9605862547039017	1.776667673398047	RAP1A
DNA metabolic process (GO:0006259)	2/277	0.40423120814010177	0.4379865976858216	0	0	1.4564007421150278	1.3191615767443174	SAMHD1;RPS27A
regulation of insulin secretion (GO:0050796)	1/104	0.4070550586365517	0.4401387516738846	0	0	1.9414533686378346	1.7449915352070269	RAP1A
steroid metabolic process (GO:0008202)	1/104	0.4070550586365517	0.4401387516738846	0	0	1.9414533686378346	1.7449915352070269	TSPO
nucleotide-excision repair (GO:0006289)	1/105	0.41003527484740526	0.44245079452220015	0	0	1.9226884226884227	1.7140999679223647	RPS27A
positive regulation of cellular metabolic process (GO:0031325)	1/105	0.41003527484740526	0.44245079452220015	0	0	1.9226884226884227	1.7140999679223647	CDKN1A
chromosome organization (GO:0051276)	1/106	0.41300066113378575	0.44519353318113725	0	0	1.9042809042809044	1.6839671916127796	RPS27A
regulation of cellular macromolecule biosynthetic process (GO:2000112)	3/468	0.4158073985706457	0.4477598113706441	0	0	1.292650482208181	1.1343435979713743	RBM3;CEBPB;HCLS1
regulation of interleukin-6 production (GO:0032675)	1/110	0.4247153626139249	0.4568841823001382	0	0	1.8340283569641367	1.570544634474372	TLR2
regulation of Wnt signaling pathway (GO:0030111)	1/111	0.4276076879640406	0.45952523522516014	0	0	1.8172635445362717	1.5438546462627225	TLR2
protein-containing complex subunit organization (GO:0043933)	1/112	0.43048561638067023	0.46214543699293603	0	0	1.8008008008008007	1.5177894088208939	CD40
histone modification (GO:0016570)	1/114	0.43619856583371813	0.4678007068277937	0	0	1.768749441315813	1.4674566165007243	SIN3B
cellular response to molecule of bacterial origin (GO:0071219)	1/115	0.4390337277589992	0.47036131281825494	0	0	1.7531454899875953	1.443152621866488	TLR2
regulation of protein-containing complex assembly (GO:0043254)	1/116	0.44185477442662907	0.4719404145552715	0	0	1.7378129117259553	1.419400430166389	HSPA8
positive regulation of angiogenesis (GO:0045766)	1/116	0.44185477442662907	0.4719404145552715	0	0	1.7378129117259553	1.419400430166389	CD40
ion transport (GO:0006811)	1/116	0.44185477442662907	0.4719404145552715	0	0	1.7378129117259553	1.419400430166389	TSPO
positive regulation of cell projection organization (GO:0031346)	1/117	0.4446617754820939	0.47445637160576715	0	0	1.7227446882619297	1.396183515184437	RAP1A
negative regulation of response to external stimulus (GO:0032102)	1/118	0.44745480006839683	0.4769523274562729	0	0	1.7079340412673747	1.3734859734012153	FPR2
macroautophagy (GO:0016236)	1/120	0.45299919523566695	0.48237300323473753	0	0	1.6790595025889143	1.3295883355209954	VAMP8
regulation of anatomical structure morphogenesis (GO:0022603)	1/123	0.46121267619037526	0.4901259076603482	0	0	1.6375227686703095	1.2672723299658177	SEMA4D
cellular response to organic substance (GO:0071310)	1/123	0.46121267619037526	0.4901259076603482	0	0	1.6375227686703095	1.2672723299658177	HCLS1
fatty acid metabolic process (GO:0006631)	1/124	0.4639232772068564	0.4925084488327334	0	0	1.6241274533957462	1.2473885010387038	PTGS2
regulation of protein secretion (GO:0050708)	1/125	0.4666203770761902	0.49487186307474856	0	0	1.6109481915933528	1.2279279396515803	RAP1A
cellular macromolecule biosynthetic process (GO:0034645)	2/314	0.4672535532778692	0.49504383517645223	0	0	1.2812663526949242	0.9748940783846787	RPL24;RPS27A
phosphatidylinositol biosynthetic process (GO:0006661)	1/126	0.46930404232413414	0.4967155573843555	0	0	1.597979797979798	1.2088788165174762	SOCS1
positive regulation of nucleic acid-templated transcription (GO:1903508)	3/511	0.47237569045878436	0.4994636324669843	0	0	1.1806153096842276	0.8854386440137488	JUN;CEBPB;IRF7
G2/M transition of mitotic cell cycle (GO:0000086)	1/130	0.47990567719398236	0.5069154439506286	0	0	1.5481168271865946	1.1365742744783855	CDKN1A
cell cycle G2/M phase transition (GO:0044839)	1/131	0.4825231566060633	0.5086578110260507	0	0	1.5361305361305362	1.1194188238932659	CDKN1A
cellular response to metal ion (GO:0071248)	1/131	0.4825231566060633	0.5086578110260507	0	0	1.5361305361305362	1.1194188238932659	JUN
regulation of cell adhesion (GO:0030155)	1/133	0.487719053875974	0.5136199655547582	0	0	1.512702785430058	1.0861444222602046	SEMA4D
protein localization to plasma membrane (GO:0072659)	1/136	0.4954162061866802	0.5206824327022008	0	0	1.4788627010849233	1.0386896427963577	RAP1A
ribonucleoprotein complex assembly (GO:0022618)	1/136	0.4954162061866802	0.5206824327022008	0	0	1.4788627010849233	1.0386896427963577	RPL24
protein localization to cell periphery (GO:1990778)	1/140	0.5055012372413341	0.5307510492913509	0	0	1.4360148245040332	0.9796561960455777	RAP1A
receptor-mediated endocytosis (GO:0006898)	1/143	0.5129338125908852	0.5374809940508678	0	0	1.4054630815194196	0.9382990468495095	FPR2
negative regulation of DNA-binding transcription factor activity (GO:0043433)	1/143	0.5129338125908852	0.5374809940508678	0	0	1.4054630815194196	0.9382990468495095	NUPR1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	3/547	0.5178201882837983	0.5420607747871234	0	0	1.1004396604002427	0.7242292987140719	HSPA8;JUN;CDKN1A
positive regulation of intracellular protein transport (GO:0090316)	1/148	0.5250764322021929	0.5491097813378157	0	0	1.3573146430289287	0.874397623216168	HCLS1
supramolecular fiber organization (GO:0097435)	2/351	0.5262344790581591	0.5497737947217946	0	0	1.143266475644699	0.7339866669649598	MARCKSL1;RPS27A
cellular response to organic cyclic compound (GO:0071407)	1/150	0.5298491312613169	0.5530004339182166	0	0	1.3389600705036946	0.8504578563729338	RAP1A
actin filament organization (GO:0007015)	1/152	0.5345743423067151	0.5568261979825149	0	0	1.3210917118201886	0.8273792233748533	MARCKSL1
negative regulation of protein phosphorylation (GO:0001933)	1/152	0.5345743423067151	0.5568261979825149	0	0	1.3210917118201886	0.8273792233748533	SEMA4D
regulation of cell differentiation (GO:0045595)	1/156	0.5438841666005395	0.5659626327694723	0	0	1.2867383512544803	0.7836480831514409	CEBPB
cellular response to growth factor stimulus (GO:0071363)	1/158	0.5484697017864213	0.569606380017321	0	0	1.270218104613009	0.7629225123606185	RAP1A
organonitrogen compound biosynthetic process (GO:1901566)	1/158	0.5484697017864213	0.569606380017321	0	0	1.270218104613009	0.7629225123606185	ASS1
positive regulation of protein kinase B signaling (GO:0051897)	1/161	0.5552625624524002	0.5760917602541685	0	0	1.246212121212121	0.7331642766599419	HCLS1
rRNA metabolic process (GO:0016072)	1/162	0.557504289374834	0.5778471480601091	0	0	1.238408934061108	0.7235838652550021	RPL24
double-strand break repair (GO:0006302)	1/164	0.5619542370450903	0.5818856188516156	0	0	1.223089793641941	0.7049092863917995	SAMHD1
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	1/165	0.5641625680272377	0.5830234601736745	0	0	1.215570337521557	0.6958080543325024	FPR2
regulation of neuron projection development (GO:0010975)	1/165	0.5641625680272377	0.5830234601736745	0	0	1.215570337521557	0.6958080543325024	RAP1A
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	1/171	0.5771829849119133	0.5958932388432425	0	0	1.172311348781937	0.6442975473743275	CD40
rRNA processing (GO:0006364)	1/173	0.5814369585683391	0.5996960190925658	0	0	1.1585623678646935	0.6282336006501239	RPL24
mitochondrion organization (GO:0007005)	1/175	0.5856485564286572	0.6034476792220771	0	0	1.145129455474283	0.6126847989798073	TSPO
positive regulation of developmental process (GO:0051094)	1/177	0.5898181964560634	0.6071487996820006	0	0	1.132001836547291	0.5976301036702582	CEBPB
negative regulation of immune response (GO:0050777)	1/178	0.5918874117207544	0.6080876536837858	0	0	1.125549278091651	0.5902817634935079	CCR2
regulation of translation (GO:0006417)	1/178	0.5918874117207544	0.6080876536837858	0	0	1.125549278091651	0.5902817634935079	RBM3
regulated exocytosis (GO:0045055)	1/180	0.5959948895695214	0.6117095985718428	0	0	1.1128604480559787	0.57593108520923	SYNGR2
negative regulation of cytokine production (GO:0001818)	1/182	0.6000614365231335	0.6152825071081105	0	0	1.1004520341536916	0.5620264226281814	ISG15
negative regulation of cell differentiation (GO:0045596)	1/191	0.6178651126386095	0.6329203054416946	0	0	1.0478468899521531	0.5045226747431584	SEMA4D
ribosome biogenesis (GO:0042254)	1/192	0.6197942035221659	0.6340471458878247	0	0	1.042307895711037	0.4986065202419767	RPL24
cellular protein metabolic process (GO:0044267)	2/417	0.6201717088227249	0.6340471458878247	0	0	0.958200147528891	0.45778863847153217	RPL24;RPS27A
negative regulation of macromolecule metabolic process (GO:0010605)	1/194	0.6236235080892452	0.636956566571231	0	0	1.031402103940964	0.48703678379969795	PARP14
protein localization to membrane (GO:0072657)	1/195	0.6255238170451477	0.6382772152567479	0	0	1.0260335311881703	0.4813799173761787	RAP1A
endomembrane system organization (GO:0010256)	1/199	0.6330305302852147	0.6453104629774594	0	0	1.0051015202530353	0.4595692288153314	SYNGR2
ncRNA processing (GO:0034470)	1/201	0.6367278257975183	0.6480161610224232	0	0	0.9949494949494949	0.44913312617645523	RPL24
regulation of nucleic acid-templated transcription (GO:1903506)	2/430	0.6369178823369773	0.6480161610224232	0	0	0.9284760633225253	0.41884905670869954	CEBPB;HCLS1
regulation of protein kinase B signaling (GO:0051896)	1/207	0.647599871163211	0.6582470644028384	0	0	0.9656761792684123	0.41956916505344233	HCLS1
negative regulation of inflammatory response (GO:0050728)	1/212	0.656413360813253	0.6665608137340375	0	0	0.9425534970558668	0.3967816231519864	FPR2
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	1/224	0.6766853362784976	0.6864829038887075	0	0	0.8912895773882321	0.3480921688751951	CD40
negative regulation of nucleic acid-templated transcription (GO:1903507)	2/464	0.6780073273670697	0.6871607531945904	0	0	0.8586447566039402	0.33366693427867045	HSPA8;JUN
apoptotic process (GO:0006915)	1/231	0.6879590095762926	0.6959046381758263	0	0	0.8638559508124726	0.323104604801154	TLR2
regulation of autophagy (GO:0010506)	1/231	0.6879590095762926	0.6959046381758263	0	0	0.8638559508124726	0.323104604801154	NUPR1
protein phosphorylation (GO:0006468)	2/496	0.7131892587635268	0.7207326066927564	0	0	0.8017020573411551	0.27098207275386227	GMFG;TLR2
positive regulation of signal transduction (GO:0009967)	1/252	0.7194969722870609	0.7264085666414035	0	0	0.7907360457161254	0.2603126474157279	TLR2
negative regulation of signal transduction (GO:0009968)	1/267	0.74007117960611	0.7464633491036675	0	0	0.745576061365535	0.22442503662388644	SOCS1
central nervous system development (GO:0007417)	1/268	0.7413884013095853	0.747074985404002	0	0	0.7427458101615405	0.2222522987073151	MARCKSL1
plasma membrane bounded cell projection assembly (GO:0120031)	1/278	0.7542024964760677	0.7592594097666161	0	0	0.7155672245924953	0.20185749547863	RAP1A
DNA repair (GO:0006281)	1/298	0.7779745520877116	0.7824413916212295	0	0	0.6667006768016869	0.16738284845933926	RPS27A
chemical synaptic transmission (GO:0007268)	1/306	0.7868328435807778	0.7905939948407241	0	0	0.6489485014075178	0.15557855687003125	HSPA8
regulation of transcription, DNA-templated (GO:0006355)	9/2244	0.8035309182422229	0.8066007593816391	0	0	0.7816948152518622	0.17098762300582426	HSPA8;BATF2;JUN;CDKN1A;CEBPB;IRF7;HCLS1;SOD2;NFE2L2
cellular protein localization (GO:0034613)	1/329	0.8103979148349937	0.8127177561942541	0	0	0.6027346637102735	0.1267128475106518	RTP4
phosphorylation (GO:0016310)	1/400	0.868049550718161	0.8697045546280144	0	0	0.49368370421002	0.06985944315209257	GMFG
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/404	0.8707220455158247	0.8715513046067922	0	0	0.4886833596511016	0.06764964656054126	HNRNPA1
nervous system development (GO:0007399)	1/447	0.8962756190766917	0.8962756190766917	0	0	0.440594283643611	0.04824829160137912	MARCKSL1
